X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
20000,1,1,2,22,0,0,2,0,0,0,17875,20524,17478,18224,18926,19627,3300,0,1500,1000,1000,1000,0
110000,1,3,1,34,0,0,0,0,0,0,23751,25068,26351,26996,27754,28597,1717,2000,2000,1500,2000,5000,0
30000,1,3,2,33,0,0,0,0,0,0,30384,30134,30646,29657,30232,28415,3010,3000,3000,3000,1083,0,1
30000,0,3,2,38,0,0,0,0,0,0,25546,28820,28538,28208,29326,29508,3700,718,1500,1500,3000,12357,1
30000,0,2,1,56,2,2,2,2,3,2,26008,27091,27648,29297,28544,29125,1800,1300,2400,0,1200,2500,1
50000,0,2,1,37,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
20000,0,3,1,35,-1,2,2,2,2,0,17056,18803,18055,20578,19813,20197,2500,0,3000,0,1001,1700,0
70000,0,3,1,35,2,-1,0,0,0,0,1183,41263,40206,42184,43182,42674,41263,2500,2468,1466,1328,1501,1
50000,0,1,2,31,2,2,3,2,0,0,48903,53997,52298,50778,48055,45704,6500,0,0,3130,2532,1700,1
110000,1,2,2,38,3,2,2,0,0,0,78480,80604,78326,44890,41394,42727,4000,0,2000,1500,2000,2000,1
30000,0,2,1,22,2,2,2,0,0,0,30525,28574,14220,14188,7058,7976,1725,0,1230,1000,1000,0,1
30000,1,3,2,39,1,2,0,0,0,0,27934,27206,28404,24865,24528,25011,0,2000,1100,1100,1042,917,1
160000,0,3,2,39,0,0,0,0,0,0,156000,155866,159005,159248,118904,119243,5559,7677,6039,4176,4300,4576,0
500000,1,1,1,51,0,0,0,0,0,0,225233,235045,244517,243132,243869,251540,15000,15006,10000,10000,12000,15000,0
360000,1,1,2,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0
120000,1,2,2,45,0,0,0,0,0,0,123772,121289,116645,119191,116549,119507,6000,5800,6000,4400,5000,4800,0
20000,1,2,2,23,2,0,0,2,0,0,15789,16831,20404,19621,14051,0,1610,4183,0,281,0,0,1
140000,0,3,1,46,0,0,0,0,0,0,132586,135165,125427,128016,127323,130020,4800,4500,4600,4800,4800,4500,0
20000,0,1,2,23,0,0,2,0,0,0,6988,8310,10015,9195,9539,9574,1444,2000,329,492,342,354,1
210000,0,2,2,35,0,0,0,0,0,0,147812,135624,125469,103409,75498,72020,5000,7000,5000,4000,2447,3000,0
50000,1,2,1,25,0,0,0,0,0,0,42238,43259,35307,23096,18970,19514,1807,1405,1366,1000,1000,1000,1
290000,0,1,2,29,0,0,0,0,-1,0,41435,30229,9020,-77,8123,210989,1690,3000,0,8200,205000,6000,0
80000,1,2,1,40,0,0,0,0,0,0,64120,63656,63023,60237,60263,59180,2438,3000,2100,2200,2400,2200,1
120000,0,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,-10810,-15296,0,0,0,0,0,85929,1
40000,0,1,2,24,0,0,0,0,2,0,38272,39159,40007,41973,40689,40640,2000,2000,3100,0,1500,1500,1
130000,0,1,2,30,-1,-1,-1,-1,-1,0,1493,1492,1310,1310,2046,1574,1492,1310,1310,2046,574,1995,1
100000,0,1,2,30,0,0,0,0,2,0,28383,32903,42283,51539,50583,52588,5000,10000,10000,0,2846,1936,1
330000,0,1,2,31,0,0,0,0,0,0,37426,40497,63646,39894,39860,39392,5000,3300,3195,3000,1120,3000,0
180000,0,1,1,33,-1,0,0,0,0,0,996,1999,2216,2301,2364,2286,1503,1400,250,228,106,1601,1
50000,0,2,1,25,0,0,0,-1,-1,-1,9587,6583,3243,1691,-1889,2720,1200,1000,1700,0,5679,1600,1
80000,0,2,2,28,2,2,-1,-1,-1,-1,260,130,130,130,130,130,0,130,130,130,130,130,1
420000,0,1,1,45,1,-1,-1,-1,-1,0,0,23621,29042,35000,292962,247622,23621,29052,35000,292962,0,606,0
270000,0,1,1,42,-1,-1,-1,0,0,0,1870,0,8091,8350,8350,0,0,8091,1000,0,0,0,0
360000,1,1,1,34,0,0,0,-1,-1,-1,3187,3758,-1360,113091,114251,117922,1025,1361,116380,4001,5001,4001,0
130000,0,3,1,32,-1,-1,-1,0,0,-1,326,326,4058,5732,7406,4124,326,4058,2000,2000,4124,326,1
80000,0,2,1,36,-1,-1,-1,-1,-1,-1,6108,2861,3277,3319,1150,1150,2861,3279,3319,1150,1150,1035,0
480000,1,2,1,58,0,0,0,0,0,0,470310,472072,475509,466730,469490,398335,16898,17546,15921,15981,14420,14230,0
50000,0,1,2,42,2,0,0,2,2,2,34218,35539,38246,37332,39702,38932,1893,3600,0,3000,0,3500,1
170000,1,1,2,36,-1,-1,-1,-1,-1,-1,37830,11160,4336,947,316,3797,11376,4346,947,316,3797,316,0
50000,0,2,2,31,1,-2,-1,-1,-1,2,0,0,190,0,36059,32851,0,190,0,36059,0,2420,0
30000,0,2,2,25,2,0,0,0,0,0,10343,11069,12082,12473,12623,27460,1200,1201,592,500,1500,0,1
180000,0,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,0,2,2,28,0,0,0,0,0,0,48010,40668,30361,22266,18469,21551,5000,2000,5000,6560,10000,13694,0
470000,1,1,2,27,-1,-1,-1,-1,0,0,4007,3201,14509,21168,14501,8726,3201,14509,21168,0,1528,6970,0
230000,0,2,1,43,2,2,2,0,0,0,222819,232264,227054,196356,199525,201836,14300,158,7100,7400,7500,7820,1
50000,1,1,2,29,-1,2,2,2,2,0,53746,51631,50880,51034,46154,42852,0,5160,1753,0,1508,5000,1
80000,0,2,1,42,0,0,0,0,0,0,23931,23366,22275,21631,22961,19269,1500,2000,1000,3000,1000,1000,1
120000,1,1,1,50,2,2,2,0,0,2,38565,39997,39211,39917,42268,43192,2200,0,1500,3000,1600,1500,1
50000,0,1,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,429,0,0,0,0,429,250,0
100000,0,2,1,38,2,2,0,0,0,0,50721,49635,50509,51666,52834,54955,0,2000,2000,2000,3000,3000,1
160000,0,2,1,30,2,2,0,0,0,0,164082,157663,159094,132809,100693,97181,17,7342,3675,2910,3904,2900,1
20000,0,1,2,22,1,2,2,0,0,-2,21672,22031,21247,7475,0,0,1000,18,300,0,0,0,1
220000,1,1,2,48,0,0,0,2,0,0,115294,117945,130365,126780,129570,133553,6000,16000,0,5000,6300,3000,0
500000,0,2,2,48,-1,0,0,0,0,0,30252,47506,28171,26498,45212,35223,38009,28005,22000,33000,22000,10000,0
220000,0,2,1,28,5,6,5,4,3,2,216435,219973,215959,210438,207114,210491,8355,1000,0,0,6800,97,1
130000,1,2,1,24,0,0,2,0,0,0,46113,49520,47627,47262,46226,390,5000,0,1925,0,0,780,0
100000,1,1,2,33,2,0,0,0,0,0,101329,103532,100485,101552,100752,100652,3900,6000,3900,4100,17000,3750,1
360000,0,3,1,73,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,2,1,48,2,0,0,0,0,0,79262,40931,40892,41612,18825,18019,3278,1880,1650,10000,1000,700,1
20000,1,2,2,43,2,0,0,2,2,2,9286,10176,12298,11809,12333,11986,1200,2300,0,1015,0,1900,1
50000,0,3,2,29,0,0,0,0,-1,0,50148,50761,35777,7464,42705,43662,1840,1311,2000,42705,1569,2822,0
50000,1,2,2,35,0,0,0,0,0,0,47816,49694,48543,46366,9076,9812,3000,3000,3019,3000,1000,2000,0
210000,0,1,2,30,-1,-1,-1,-1,0,0,7056,2881,1166,13740,6813,2144,3033,1172,13940,0,0,0,0
300000,0,2,2,30,-2,-2,-2,-2,-2,-2,19333,19333,19333,19333,20333,20333,19333,19333,19333,20333,20333,1000,0
80000,0,1,2,34,0,0,2,2,0,0,75517,77078,73783,68909,66308,60687,6000,2000,0,5065,6235,3000,1
20000,0,1,1,34,0,0,0,0,0,0,14676,15721,19335,20029,20473,19860,1286,3900,1000,900,900,600,1
370000,1,1,2,36,0,0,0,0,0,0,297678,306455,307734,225974,231720,222733,12033,12015,7035,15037,7066,8000,1
280000,0,1,1,44,0,0,0,0,0,0,230931,235635,197003,198808,187425,177340,8634,7665,6497,5555,5027,5065,0
100000,0,2,2,27,0,0,0,0,0,0,42713,50270,22576,18247,22029,19540,10000,10000,1500,4000,5000,5000,0
130000,0,2,1,40,-1,-1,-1,0,-1,-1,1445,1445,1651,1651,390,0,1445,1651,0,390,0,780,0
450000,0,1,1,46,-1,-1,-1,-1,-1,-1,28205,3760,4148,2312,6909,4189,3793,4148,2312,6909,4189,1539,1
140000,0,3,2,26,0,0,0,0,0,0,33236,32971,31206,31730,30535,28301,1785,2012,1536,837,989,782,0
50000,0,3,1,53,0,0,0,0,0,0,48549,49180,48521,8731,8777,9261,2277,2290,1500,1000,1000,2000,1
200000,0,2,1,31,-1,-1,-1,-1,-1,-1,1319,4997,3635,130,1209,938,4997,3650,130,1209,938,105,1
360000,0,3,2,36,-1,-1,-2,-2,-2,-2,2473,-27,-27,-27,-27,-27,0,0,0,0,0,0,1
150000,0,1,1,29,-1,-1,-1,0,0,0,2565,3648,5586,5586,3672,1160,3648,5586,0,426,4040,2320,0
30000,1,2,2,29,1,3,2,0,0,0,31986,31189,29634,28174,27307,24449,0,4,1020,1110,989,982,0
20000,1,3,2,44,4,3,2,0,0,2,12480,12001,11516,11436,12553,12501,0,0,408,1300,300,0,1
80000,0,3,1,52,-2,-2,-2,-2,-2,-2,210,-2,926,-1,401,0,0,928,0,402,0,0,0
280000,1,2,1,36,0,0,-2,-2,-2,-2,143650,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,2,1,43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950,1
50000,0,2,1,42,-1,-1,2,-1,-1,2,565,5481,2874,759,5328,2885,5481,0,759,5328,1,2932,0
10000,1,1,1,48,1,2,0,0,0,0,8594,7421,8145,9000,9000,0,0,2000,2000,0,0,0,0
60000,0,2,2,32,0,0,0,0,0,0,60745,61085,56863,18473,15434,7301,2613,5900,1000,428,1000,2000,0
70000,0,1,2,24,2,2,2,0,0,0,26410,31128,24486,21879,13127,14149,5190,42,3000,3000,1400,2000,1
230000,0,2,2,37,0,0,2,0,0,0,29087,30589,20958,21637,19846,12770,2100,1000,1252,500,1000,1000,0
410000,0,2,2,33,-2,-2,-2,-2,-2,-2,4720,25488,7022,3321,2745,500,25488,7022,3326,2745,500,1543,0
160000,1,2,1,32,1,2,0,0,0,0,5525,4039,3656,3801,2540,2279,0,1094,1500,0,1000,0,1
80000,1,3,1,56,0,0,0,0,0,0,49897,50892,52472,53674,7886,16432,1822,2401,2581,1238,1816,3746,0
30000,0,2,1,28,0,0,0,0,0,0,8704,9698,11022,12032,12134,12439,1300,1488,1498,600,500,750,0
110000,0,1,2,29,2,2,2,2,2,2,95690,105101,105676,106506,103591,109276,11000,3800,4000,0,8800,0,1
50000,1,2,2,22,0,0,0,-1,0,0,46831,47233,22469,28197,18784,17263,4000,2442,28197,634,799,3200,0
420000,1,2,1,43,0,0,0,0,0,0,36590,44670,60376,30099,66049,61043,42063,30253,20016,40015,30004,3000,0
290000,0,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039,1
30000,1,2,2,26,0,0,0,0,0,0,26301,27376,28359,24844,25364,25935,1500,1450,889,920,992,1000,0
300000,0,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,2,2,29,0,0,0,0,0,-2,3785,4871,7817,7977,0,0,1154,3100,160,0,0,0,1
190000,0,2,1,33,0,0,0,-2,-2,-2,40173,41150,0,0,0,0,2200,0,0,0,0,0,0
420000,0,2,1,57,-1,-1,-1,-1,-1,-1,666,2629,4352,1440,1486,2290,2629,4360,2064,1486,2290,1290,0
120000,0,3,1,58,1,-1,-1,-2,-2,-1,0,2228,0,0,0,672,2228,0,0,0,672,2507,1
20000,1,2,2,37,1,2,0,0,0,0,14440,13916,15376,18075,18830,20423,0,2000,3000,1000,2000,0,1
130000,0,2,2,25,0,0,0,0,0,0,14351,10473,9429,10413,7874,7158,2000,3000,3000,4000,1000,2000,0
10000,1,3,2,44,1,2,0,0,0,0,7816,7542,8561,9571,9761,10106,0,1149,1159,349,502,200,0
200000,1,1,1,27,2,2,2,2,0,0,177998,174350,158632,154522,135375,142526,14600,7000,0,6000,11500,24,1
30000,0,2,1,30,0,0,0,2,0,0,25156,25949,28478,27754,28186,30240,1500,3000,0,1001,2500,1200,0
30000,0,3,1,41,2,2,2,3,2,2,26042,27127,28762,29485,28878,30699,1800,2378,1496,0,2462,0,1
180000,0,1,2,44,0,0,2,0,0,0,7668,10006,7996,8960,6310,4656,2489,0,1166,126,112,244,1
80000,0,1,1,32,-1,-1,-2,-2,-1,-1,1784,871,3179,3344,3552,0,871,3381,3384,3958,0,0,0
90000,0,1,2,25,0,0,0,0,0,0,6090,7477,8848,10135,11731,8138,1500,1500,1500,2000,1500,1000,0
20000,0,3,1,32,0,0,0,2,0,0,18539,18800,21274,20109,19976,20143,1400,3300,0,1000,1000,1000,0
80000,0,1,2,24,2,2,0,0,0,0,48597,49259,46209,46574,47230,48282,1800,1800,1800,1800,1800,2000,1
360000,0,1,2,28,0,0,-2,-1,0,-1,5446,-8,-8,4635,3875,1034,0,0,4643,1019,1039,984,0
30000,0,1,2,25,2,2,2,2,2,0,29335,29869,26425,28034,27375,23466,4000,0,4400,0,2000,2000,1
50000,1,3,1,55,0,0,0,0,0,2,40247,41382,49943,50412,30970,30362,1800,9331,1500,4549,0,1092,1
200000,1,1,1,42,1,-1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,581,581,1
120000,0,2,1,25,0,0,0,0,0,0,52109,43007,33481,28563,24065,2802,1565,3194,1200,6206,0,310,0
20000,0,6,2,22,0,0,0,0,0,0,19568,19420,15535,1434,500,0,4641,1019,900,0,1500,0,1
150000,1,5,2,31,2,0,0,0,-2,-2,134866,136692,91815,0,0,0,4633,2000,0,0,0,0,1
60000,1,2,2,25,0,0,2,2,0,0,56473,61514,61748,58583,28301,29301,6000,1800,0,600,1000,300,0
210000,0,2,1,30,-1,2,-1,-1,-1,-1,857,1030,380,705,705,705,725,380,705,705,705,705,0
180000,1,1,1,42,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,0
230000,0,5,1,32,-1,-1,-1,-1,-2,-2,11000,0,8100,-2900,-2900,-2900,0,8100,0,0,0,110256,0
50000,0,2,2,28,0,0,0,-1,0,0,59321,56454,53278,19437,19845,19911,2329,2353,39886,704,730,656,0
200000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,5,2,27,0,0,0,0,0,-2,47830,47863,34725,15735,0,0,6143,2354,4147,0,0,0,0
80000,0,2,2,37,2,0,0,-2,-2,-2,52052,51407,0,0,0,0,2000,0,0,0,0,0,1
210000,0,2,2,30,1,-2,-1,-1,2,0,0,0,474,17171,16625,17030,0,474,17171,0,800,5000,0
110000,0,2,1,54,2,2,2,0,0,2,95090,94938,91453,92097,96509,93773,3400,0,3290,7000,0,3500,1
60000,0,2,2,45,0,0,0,0,0,0,57711,58760,49576,50802,11110,12543,2500,2384,3000,2000,2000,2000,0
20000,1,2,1,46,-1,2,0,0,0,0,7544,7277,8215,9200,10280,16130,0,1215,1200,1280,6000,0,1
160000,1,2,1,50,1,2,2,2,0,0,142779,146635,148953,144119,48552,49770,7700,6100,0,2000,2000,2000,1
50000,0,3,1,27,0,0,0,2,0,0,11231,6482,8799,8033,8933,7995,2000,5000,0,1000,1000,1000,0
210000,0,2,1,42,-2,-2,-2,-2,-2,-2,7065,1459,1835,2396,0,0,1459,1835,2396,0,0,0,0
50000,0,2,2,35,1,2,2,2,0,0,18544,17954,21678,21032,21465,24103,0,4351,0,784,3000,0,0
110000,0,3,1,29,1,2,0,0,0,2,109636,96380,56414,56677,109583,107981,0,3000,2000,53700,0,3000,0
200000,0,2,1,42,-1,-1,-1,-1,-1,-1,1261,0,2521,6934,2255,3021,0,2521,6935,2255,3021,0,0
390000,1,1,2,29,0,-1,0,0,0,0,9918,15918,103169,95669,88080,80576,16008,100000,5000,4000,4000,3000,0
70000,1,3,1,45,2,2,2,2,2,2,71586,71623,71020,67338,70769,68957,3100,3008,0,5100,2600,0,1
100000,0,2,1,55,2,2,2,2,2,2,44400,47439,48385,49285,50176,51228,4100,2000,2000,2000,2000,0,1
100000,0,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,0,3,1,49,-2,-2,-2,-2,-2,-2,632,316,316,316,316,316,0,316,316,316,316,316,1
10000,1,1,2,22,2,2,2,0,0,2,6883,9108,8813,10066,10017,9705,2500,0,1400,1100,0,500,1
200000,1,2,2,30,-2,-2,-2,-2,-2,-2,48492,49934,24753,123439,132269,129224,20294,24891,125171,17816,26269,4349,1
270000,0,3,1,47,-1,-1,-1,2,2,-2,123,123,123,123,0,0,123,123,0,0,0,0,1
200000,0,1,2,31,-1,-1,-1,-1,0,0,7773,3426,2000,1000,3000,2000,3643,2000,1000,2000,0,1249,0
70000,1,2,1,39,0,0,0,0,0,0,6056,7292,8663,9018,9222,9568,1500,1500,500,500,500,1000,0
80000,0,3,0,40,2,2,3,2,-1,-1,1140,5395,4415,1375,779,5889,5000,0,0,885,5889,4239,0
180000,1,2,2,27,0,0,0,0,0,0,134168,120734,124730,120423,113901,114077,4345,5966,4250,4200,4200,4200,0
200000,0,2,2,36,0,0,0,0,0,0,131694,122349,112715,102542,92335,81667,4269,3891,3488,3250,2755,2530,0
30000,0,3,1,37,2,2,2,2,2,2,21368,22194,18098,14542,15758,13149,1500,1400,0,1527,0,524,1
50000,1,3,2,26,0,0,0,0,0,0,50316,48987,49299,48103,48669,48507,3000,3000,2200,2000,2000,2300,0
30000,1,6,1,53,-2,-2,-2,-2,-2,-2,1780,0,0,0,0,0,24437,0,0,0,0,0,1
210000,0,1,2,33,0,0,-2,-2,-2,-2,6309,0,0,0,0,0,0,0,0,0,0,0,1
80000,1,2,2,27,1,2,2,2,2,2,53576,52128,56657,57340,55823,58260,0,6000,2200,0,3500,3500,1
360000,0,1,1,39,1,-2,-2,-1,0,-1,-390,-390,-390,10872,10540,2203,0,0,11652,358,2203,390,0
80000,0,2,1,32,0,0,0,0,0,0,77808,77180,79147,81159,69573,70306,3000,4000,4000,5000,8000,2800,0
10000,1,3,2,22,1,-1,0,0,0,0,0,7492,8589,9365,7740,1000,7492,1224,1000,175,0,0,0
200000,0,2,1,41,-2,-2,-2,-1,0,0,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,0
250000,1,3,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,2,1,51,0,0,0,2,2,6,11583,16051,25725,25017,34385,33248,5000,10000,0,10000,0,10000,1
200000,0,1,2,24,-2,-2,-2,-2,-2,-2,675,1053,0,500,2057,23322,1053,0,500,2057,23322,4299,0
50000,1,2,2,23,2,2,2,2,2,2,29509,30741,31438,31924,32566,33081,2000,1500,1300,1300,1200,1500,1
80000,0,2,2,25,-1,-1,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,240,0
180000,1,1,1,50,0,0,0,0,0,0,66114,69436,72560,76169,77988,69293,5000,5000,5000,3000,5000,5000,0
30000,0,2,1,34,-1,-1,2,-1,-1,3,5088,996,888,656,1957,1536,996,0,656,1957,0,0,1
70000,1,2,2,29,0,0,0,0,0,0,34449,35009,21307,8840,8131,7535,1600,1300,500,1000,1000,1500,1
200000,0,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,0,1,2,26,0,0,0,0,0,0,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,0
130000,1,2,1,38,-1,-1,-1,-1,-1,-1,780,0,11440,3752,1824,390,0,11440,3752,1824,390,390,0
80000,1,5,1,29,0,0,0,0,0,0,80534,78179,79348,81099,80540,67069,3006,2641,2827,2671,2611,2417,0
30000,0,3,1,48,0,0,0,0,0,2,14834,15844,18883,17901,19241,18794,1261,3300,1301,1641,0,860,1
90000,0,3,2,38,1,2,2,2,-2,-2,8144,7102,1170,0,0,0,2034,0,0,0,0,0,1
130000,1,1,2,29,0,0,-2,-2,-2,-2,102640,-10,-10,-10,-10,-10,0,0,0,0,0,0,0
210000,0,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,0,2,2,33,0,0,0,0,0,-1,71174,66228,39379,13409,40854,2930,2290,1304,1000,29485,2930,0,0
140000,0,2,1,32,0,0,0,0,0,0,52825,52711,50440,47945,17990,15735,3000,5007,10000,5011,5000,10000,0
230000,0,2,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,0,1,2,28,1,-1,-1,-1,-1,-1,0,1748,0,14944,968,10408,1748,0,14944,968,10408,0,1
20000,1,3,2,26,2,0,0,0,0,0,14081,15835,16985,19985,9421,9764,2000,2000,3000,1000,500,1000,1
260000,1,1,2,29,-1,-1,-1,-1,-1,-1,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,0
130000,0,2,1,27,-1,-1,-1,-1,0,0,792,0,396,485,46773,47313,0,396,485,46684,1700,1712,0
130000,0,3,1,44,0,0,0,0,0,0,40331,43929,45816,47018,48550,49737,5000,3390,3000,3000,1955,3000,0
100000,0,2,2,27,0,0,0,0,0,0,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0,0
100000,1,3,1,30,2,2,2,2,0,0,68436,66783,74555,72759,74131,75603,0,9557,0,2700,2707,3120,1
20000,0,5,3,35,0,0,0,0,0,0,17962,17858,17972,16592,15369,16247,1336,1211,1500,1300,1500,1000,0
70000,0,2,2,25,0,0,0,0,0,0,63745,55670,47413,44590,45890,47126,2294,2100,1600,2000,2000,1750,1
60000,0,2,1,44,0,0,0,0,0,0,56970,58848,20641,22229,24708,27255,3000,2000,2229,3000,3000,3305,0
360000,0,2,1,35,0,0,0,0,0,-2,127548,61629,59194,59444,-2206,-2206,2145,3721,2839,1303,0,0,0
260000,0,1,1,38,-2,-2,-1,-1,-2,-2,629,622,3074,0,688,2605,625,3084,691,0,2613,378,1
300000,1,2,2,36,2,2,2,2,2,2,285177,291282,293497,293046,291883,297169,13003,9003,8114,4403,8838,604,1
10000,1,2,1,37,-1,4,3,2,2,2,7501,7243,6988,6730,7463,7199,0,0,0,1000,0,3000,1
50000,0,3,2,39,2,2,0,0,2,0,20039,19369,16586,18696,18100,18475,0,1280,2390,0,816,688,1
30000,0,2,2,23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
90000,1,2,2,30,-1,-1,-1,-1,-1,-1,2629,1076,1613,993,7881,1516,1079,1617,996,7904,1521,413,0
50000,1,2,2,27,0,0,0,0,0,0,48603,48338,45090,19031,19534,19301,1963,1972,672,800,700,1000,1
200000,1,2,1,45,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
140000,0,2,2,27,0,0,0,0,0,0,111820,104189,100638,93092,94663,96257,3817,4500,3500,3600,3700,3500,0
160000,0,1,1,39,1,-1,2,2,-2,-2,-5,776,186,0,0,0,781,0,0,0,0,0,1
280000,0,1,2,28,0,-1,-1,-1,-1,-1,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,1
170000,1,1,1,41,-1,-1,-1,0,0,-1,10540,0,9871,9739,66,230,0,9871,0,0,230,23709,1
160000,1,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,2,1,23,0,0,0,0,0,0,6584,7560,4470,1490,542,679,2500,1193,1000,0,400,842,0
480000,0,2,2,34,0,0,0,0,0,0,489305,479927,471639,375196,285319,209218,18231,20010,13013,11209,9010,162510,1
500000,0,1,1,56,-1,-1,-1,-1,-1,-1,881,1035,29944,10528,17907,3147,1035,29944,10528,17907,3147,5011,0
250000,0,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0
210000,0,2,1,36,0,0,0,0,0,0,91801,93039,101393,89894,75652,54329,4000,10023,3047,2007,2086,2011,0
350000,0,2,2,33,0,0,0,0,0,0,341200,328857,324873,300004,306269,273732,14000,12000,10400,12000,12000,9000,1
220000,0,1,2,29,-2,-2,-1,-1,-1,-2,-12,-12,88,2207,1577,-963,0,100,2300,3083,732,231,0
360000,0,2,2,41,0,0,0,0,0,0,158277,203726,293675,196475,2475,0,50000,100000,0,0,0,0,0
50000,1,3,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,0,2,1,26,2,2,2,2,2,0,2742,5015,4789,6199,5951,6255,2500,0,1500,0,400,400,0
200000,0,3,2,49,1,-2,-1,-1,-1,-2,0,0,3614,714,0,0,0,3614,721,0,0,6728,1
330000,0,2,1,39,8,7,6,5,4,3,377779,372355,365250,358145,352121,346216,0,0,0,0,0,0,1
150000,0,2,2,26,0,0,0,0,0,0,36302,33060,33988,35112,36532,36345,2070,3995,3113,2540,3348,2029,0
130000,1,3,1,27,-1,-1,-1,-1,-2,-1,500,2000,1354,0,0,2699,2000,1354,0,0,2699,3766,1
80000,0,3,2,53,0,0,-1,-1,0,0,2315,1990,801,1030,2030,763,1400,801,1030,1000,0,0,0
20000,0,2,2,22,0,0,2,2,2,2,15189,17802,17219,18377,17941,19572,2869,0,1444,0,1933,0,1
320000,1,1,1,51,0,0,0,0,0,0,483184,290784,277482,282869,253903,249866,20373,13000,11160,8418,8325,8602,0
110000,1,2,2,29,1,2,2,0,0,0,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,1
130000,0,2,2,26,2,0,0,0,0,0,130535,127155,126264,128318,96428,98156,6000,5200,5000,3500,3622,3920,1
150000,0,1,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,0,2,2,24,-2,-2,-1,0,0,0,0,0,19449,20623,21283,21943,0,19449,1500,1000,1000,1000,1
10000,0,2,1,49,0,0,0,0,0,0,3100,4116,5280,5543,5605,5717,1073,1237,500,300,205,300,1
50000,0,3,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,0,2,1,46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,1
30000,1,1,2,29,0,0,-2,-1,0,0,27720,0,0,22015,22649,24583,0,0,22015,1000,2300,1200,0
50000,0,1,2,27,1,-1,-1,-1,0,0,0,45000,1000,4874,5374,5874,45000,1000,4874,500,500,0,1
500000,1,3,3,53,0,0,0,0,0,0,415022,421996,426103,125218,126650,114473,12602,11000,4711,6000,11000,10000,0
320000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,0,1,2,27,1,2,2,-2,-2,-2,4040,3800,0,0,0,0,0,0,0,0,0,0,1
330000,0,2,1,28,0,0,0,0,2,2,225079,229947,233122,246414,253338,249107,10000,8507,17215,11000,0,12000,0
320000,0,2,2,26,1,3,2,2,2,0,303926,305625,299382,316898,310361,312581,8100,0,24100,0,11700,12000,1
290000,0,1,2,46,0,0,-1,-1,-1,-1,113618,289002,1332,21429,2228,156721,34507,1343,21542,2239,156733,7219,0
200000,1,2,1,54,0,0,0,0,-2,-2,41190,40921,17702,-2540,-6491,-7741,2138,5101,19,6,11,1,0
