age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
35,4,158046,10,2,12,0,4,1,5013,0,70,39,0
61,4,95929,5,0,8,1,4,1,0,0,40,39,0
42,6,52131,10,4,4,1,4,1,0,0,40,39,0
31,4,118941,10,0,8,3,4,0,0,0,20,39,0
32,4,79870,10,2,4,3,4,0,2597,0,40,24,0
19,4,136391,9,4,13,3,4,0,0,0,20,39,0
63,4,226422,9,2,3,0,4,1,0,0,40,39,0
55,6,141122,13,2,4,0,4,1,0,0,50,39,0
51,6,149220,10,2,5,0,4,1,0,0,75,39,0
22,4,117606,13,4,1,3,4,0,0,0,25,39,0
31,4,401069,10,4,1,4,2,0,0,0,39,39,0
26,4,175540,9,2,3,0,4,1,0,0,40,39,0
25,6,176756,9,4,5,3,4,1,0,0,35,39,0
41,2,139160,13,0,10,1,2,1,0,0,40,39,0
38,6,58972,9,2,4,0,4,1,0,0,50,39,0
67,4,220283,9,0,12,1,4,0,0,0,20,39,0
62,4,152148,5,2,8,0,4,1,0,0,40,39,0
27,4,155057,9,4,14,1,4,1,0,0,70,39,0
36,0,187983,9,4,0,4,4,0,0,0,40,39,0
56,4,53366,4,0,14,4,4,1,0,0,40,39,0
31,4,104223,13,4,12,4,2,0,0,0,40,39,0
70,0,133536,9,2,0,0,4,1,0,0,28,39,0
50,4,237735,3,2,14,0,4,1,0,0,37,26,0
25,4,143267,9,4,1,1,4,0,0,0,48,39,0
18,4,198368,7,4,8,3,4,1,594,0,10,39,0
34,4,340917,15,2,4,0,4,1,2829,0,50,0,0
28,4,37302,9,0,4,3,4,1,0,0,40,39,0
32,4,244200,10,0,4,1,4,1,0,0,50,33,0
36,4,31438,9,0,14,4,4,1,0,0,43,0,0
19,4,25429,8,4,8,3,4,0,0,0,20,39,0
46,4,174224,11,0,11,1,2,1,0,0,40,39,0
28,4,68642,9,4,8,1,4,0,0,0,46,39,0
39,6,102178,10,2,4,0,4,1,0,0,35,39,0
33,4,214635,9,2,8,0,2,1,0,0,36,14,0
23,4,215616,9,4,10,1,4,0,0,0,40,2,0
48,4,129974,13,0,4,1,4,0,0,0,40,39,0
27,0,147638,14,4,0,1,3,0,0,0,40,24,0
51,4,29036,9,0,1,4,4,0,0,0,40,39,0
17,0,170320,7,4,0,3,4,0,0,0,8,39,0
30,4,167832,9,2,7,0,4,1,0,0,40,39,0
27,4,156266,9,4,12,3,0,1,0,0,20,39,0
34,2,105540,13,2,10,0,4,1,0,2051,40,39,0
23,4,201680,8,2,3,0,4,1,0,0,40,39,0
56,4,201344,10,6,3,4,4,0,0,0,38,39,0
52,4,31460,9,0,8,1,4,1,0,0,38,39,0
23,4,161092,13,4,1,3,4,1,0,0,40,39,0
55,2,223716,10,0,4,1,0,0,0,0,40,39,0
25,4,44861,9,4,8,1,4,1,0,0,40,39,0
58,4,72812,6,4,8,1,4,1,0,0,40,39,0
38,4,32271,10,2,3,0,4,1,0,0,40,39,0
45,1,109209,13,4,1,1,4,1,0,0,45,39,0
49,0,178215,10,6,0,4,4,0,0,0,28,39,0
17,4,270587,7,4,8,3,4,1,0,0,20,9,0
21,4,270043,10,4,8,3,4,0,0,0,16,39,0
75,4,316119,10,6,10,1,4,0,0,0,8,39,0
24,4,162593,13,4,1,1,1,0,0,0,40,39,0
57,4,61298,3,5,7,2,4,0,0,0,40,7,0
50,4,274528,10,2,12,0,4,1,0,0,40,39,0
49,4,31339,9,2,3,0,4,1,0,0,40,39,0
20,4,227594,9,4,8,3,4,0,0,0,40,39,0
29,4,253752,6,2,5,5,4,0,0,0,40,39,0
18,4,170544,7,4,12,3,4,1,0,0,20,39,0
55,4,101480,9,2,8,2,4,0,0,0,33,39,0
70,4,278139,9,2,12,0,4,1,3432,0,40,39,0
23,4,113735,10,0,1,2,4,0,0,0,20,39,0
33,4,91964,10,4,1,4,4,1,0,0,40,39,0
42,6,102069,4,2,12,0,4,1,0,0,30,39,0
59,4,160271,4,5,7,1,4,1,0,0,40,39,0
40,4,202922,10,2,1,0,4,1,0,0,40,39,0
55,4,127014,9,2,8,0,4,1,0,0,60,39,0
41,4,163287,9,2,12,0,4,1,0,0,62,39,0
51,4,95128,9,0,3,1,4,1,0,0,40,39,0
23,4,520775,8,4,9,3,4,1,0,0,30,39,0
54,4,111469,10,0,4,1,4,0,0,0,40,39,0
20,4,216472,10,4,12,3,4,0,0,0,25,39,0
44,4,162184,10,5,1,4,4,0,0,0,40,39,0
26,4,225279,10,4,10,1,4,1,0,1602,40,0,0
21,4,113163,10,4,1,3,4,1,0,0,50,39,0
69,7,208869,14,2,10,0,4,1,0,0,11,39,0
23,6,145744,9,2,5,0,4,1,0,0,40,39,0
20,4,233198,9,4,3,3,4,1,0,0,40,39,0
58,4,109015,10,0,1,4,4,0,0,0,40,39,0
39,4,36376,10,2,5,0,4,1,0,0,60,39,0
32,6,182926,14,4,10,1,4,1,0,0,40,39,0
46,7,298786,10,4,8,3,2,0,0,0,40,39,0
23,4,287681,4,4,8,1,4,1,0,0,25,26,0
18,4,266489,10,4,4,1,4,1,0,0,50,39,0
26,4,191797,9,4,8,1,2,0,0,0,16,39,0
25,2,31873,13,4,1,1,4,0,0,0,40,39,0
54,1,439608,10,0,1,1,4,0,0,0,40,39,0
34,4,226872,13,0,12,1,4,0,0,0,40,39,0
25,4,225135,9,4,7,4,4,0,0,0,40,39,0
43,4,178983,14,5,12,4,4,0,6497,0,50,39,0
27,4,180758,10,2,6,0,4,1,0,0,30,39,0
35,4,556902,9,0,8,1,2,1,0,0,40,39,0
36,4,160728,9,2,7,0,4,1,0,0,60,39,0
43,2,174491,9,0,13,1,2,0,0,0,40,39,0
35,2,126569,9,2,3,0,4,1,0,0,40,39,0
31,4,32289,9,4,13,1,4,0,0,0,40,39,0
21,4,51047,9,4,1,1,4,0,0,0,25,39,0
27,4,168827,13,4,12,3,4,1,0,0,2,39,0
29,4,57423,11,2,7,0,4,1,0,0,48,39,0
60,4,83861,9,2,6,0,4,1,0,0,40,39,0
25,4,259715,9,2,5,0,4,1,0,0,50,39,0
58,6,141165,9,2,5,0,4,1,0,0,50,39,0
26,4,50103,10,4,12,1,4,0,0,0,40,39,0
33,4,91667,9,2,3,0,4,1,0,0,44,39,0
51,4,117700,10,2,1,5,4,0,0,0,40,39,0
26,1,56419,15,4,10,1,1,0,0,0,20,35,0
60,4,167670,13,2,10,0,4,1,0,0,35,39,0
46,4,83822,14,2,10,0,4,1,0,0,40,39,0
55,4,171780,12,0,12,4,2,0,0,0,30,39,0
30,4,91145,9,4,6,4,4,1,0,0,55,39,0
43,4,172364,9,5,4,1,4,0,0,0,48,39,0
27,4,156266,5,2,5,0,0,1,0,0,40,39,0
54,0,196975,9,0,0,2,4,1,0,0,45,39,0
35,4,142874,12,3,12,3,2,0,0,0,36,39,0
36,4,218542,10,0,3,4,4,0,0,0,40,39,0
50,7,238187,13,0,1,1,2,0,0,0,37,39,0
48,2,319079,13,0,1,4,4,0,0,0,30,39,0
31,7,286911,10,2,1,0,4,1,0,0,38,39,0
34,6,349148,10,2,3,0,4,1,0,0,40,39,0
39,1,193583,13,0,10,4,4,0,5455,0,60,39,0
29,1,66893,13,4,10,1,4,1,0,0,40,39,0
29,4,319998,5,2,3,0,4,1,0,0,40,39,0
53,4,29557,10,0,10,1,4,0,0,0,40,39,0
25,4,251915,13,4,12,3,4,0,0,0,40,39,0
57,4,24384,4,6,8,1,4,0,0,0,10,39,0
35,4,268661,10,2,12,0,4,1,0,0,50,39,0
48,5,302612,14,2,8,0,4,1,0,0,40,39,0
34,4,97306,13,0,3,4,4,0,0,0,25,39,0
62,4,183735,10,2,4,0,4,1,0,0,40,39,0
19,4,410632,10,4,7,3,4,1,0,0,40,39,0
21,4,176690,10,4,8,3,4,1,0,0,24,39,0
24,4,47791,9,4,8,4,4,0,0,0,32,39,0
46,7,87018,13,4,4,4,4,0,0,0,40,39,0
27,4,47907,13,4,10,1,4,0,0,0,48,39,0
32,4,213887,10,0,7,4,4,1,0,0,45,39,0
40,7,119578,13,4,10,4,4,0,0,0,20,39,0
33,4,214129,10,0,1,1,4,0,0,0,40,39,0
28,4,159109,7,5,8,1,4,1,0,0,40,39,0
21,4,92863,9,4,7,1,4,1,0,0,40,39,0
30,4,302149,13,2,12,0,1,1,0,0,40,19,0
23,4,201682,13,2,1,2,4,0,0,0,40,39,0
29,4,161615,9,4,6,1,4,1,0,0,40,39,0
24,4,200207,9,4,6,1,4,1,0,0,40,39,0
29,4,212091,10,0,11,1,4,1,0,0,40,39,0
41,6,201908,10,2,3,0,4,1,0,0,40,39,0
20,0,287681,10,4,0,3,4,1,0,0,36,39,0
19,4,332928,7,4,8,4,2,0,0,0,40,39,0
53,4,228752,9,5,7,1,2,0,0,0,40,39,0
56,6,190091,11,3,12,1,4,1,0,0,46,39,0
45,4,162606,9,0,12,1,4,0,0,0,35,39,0
25,4,150553,5,3,1,4,1,0,0,0,40,40,0
24,4,441700,13,4,13,3,4,1,0,0,40,39,0
39,4,315291,9,4,1,4,2,0,0,0,40,39,0
61,4,181028,14,2,10,0,4,1,0,0,18,39,0
48,4,235891,9,4,8,1,4,1,0,0,40,33,0
37,4,276165,9,4,1,1,4,1,0,0,40,39,0
55,2,48055,8,6,1,1,4,0,0,0,40,39,0
58,4,66788,9,5,7,4,4,1,0,0,40,32,0
31,4,271933,10,2,7,5,4,0,0,0,40,39,0
41,4,151736,6,4,7,1,4,1,0,0,40,39,0
33,4,30612,10,2,12,0,4,1,0,0,40,39,0
20,4,34310,10,4,12,3,4,1,0,0,20,39,0
22,4,495288,9,4,1,3,4,0,0,0,38,39,0
35,4,113152,9,2,7,0,4,1,0,0,40,39,0
22,4,186573,9,4,14,1,4,0,0,0,46,39,0
21,4,55465,6,4,7,3,4,1,0,0,40,39,0
40,4,235523,9,5,1,4,2,0,0,0,40,39,0
23,4,265356,13,4,4,4,4,1,0,0,40,39,0
19,4,231962,9,4,8,4,4,1,0,0,40,39,0
18,4,256005,9,4,8,3,4,1,0,0,40,39,0
28,4,107812,5,4,14,1,4,1,6849,0,35,39,0
39,7,178100,13,4,10,1,4,0,0,0,40,39,0
49,6,285858,9,2,4,0,4,1,0,0,50,39,0
33,4,117963,9,4,7,2,4,1,0,0,55,39,0
69,4,88566,5,2,8,0,4,1,1424,0,35,39,0
40,6,211518,13,0,8,4,4,0,0,0,20,39,0
21,4,212213,12,4,1,1,2,0,0,0,40,39,0
21,4,161508,9,4,7,3,4,1,0,0,40,39,0
23,4,223367,10,4,6,3,4,1,0,0,40,39,0
19,4,194905,10,4,8,3,4,0,0,0,30,39,0
39,4,225544,8,4,6,1,4,1,0,0,40,39,0
29,6,85572,7,2,8,5,4,0,0,0,5,39,0
51,4,194788,6,0,1,2,4,0,0,0,30,39,0
33,4,185177,9,4,7,1,4,1,0,0,40,39,0
77,5,155761,10,2,12,0,4,1,0,0,8,39,0
41,6,141327,14,0,10,4,4,0,0,0,35,39,0
39,6,246900,13,2,12,0,4,1,0,0,60,39,0
31,4,101345,13,4,12,1,4,0,0,0,40,39,0
33,7,425785,11,2,10,0,4,1,0,0,40,39,0
34,7,392518,9,4,8,4,2,0,0,0,40,39,0
23,4,293091,9,4,12,3,4,1,0,0,30,39,0
46,0,81136,11,0,0,4,4,1,0,0,30,39,0
29,1,128553,11,4,1,4,2,0,0,0,40,39,0
57,6,79539,9,2,5,0,1,1,0,0,40,39,0
45,4,177543,9,0,1,4,4,0,0,0,28,39,0
41,4,103980,10,2,10,0,4,1,0,0,52,39,0
19,4,206546,10,4,6,3,4,1,0,0,24,39,0
19,7,176634,9,4,1,3,4,0,0,0,40,39,0
41,4,88368,9,4,12,1,4,0,0,0,50,39,0
38,4,308798,9,0,12,4,4,0,0,0,40,39,0
23,4,107578,13,4,1,3,4,0,2174,0,40,39,0
39,4,120985,9,0,8,3,4,1,0,0,40,39,0
33,4,91163,9,5,8,2,2,0,0,0,40,39,0
29,4,140830,9,4,8,3,4,0,0,0,40,39,0
36,4,185325,9,4,8,3,4,1,0,0,37,39,0
64,4,234570,10,2,1,0,4,1,0,0,40,39,0
68,4,192656,10,6,3,1,4,1,0,0,10,39,0
26,4,358124,9,4,8,2,2,0,0,0,40,39,0
75,4,188612,9,6,1,1,4,0,0,0,40,39,0
27,4,179681,11,3,13,3,4,0,0,0,40,39,0
30,4,191777,10,4,1,4,2,0,0,0,40,0,0
40,7,269733,11,4,3,1,4,1,0,0,40,39,0
20,4,32732,10,4,8,1,4,1,0,0,45,39,0
24,2,184975,13,4,10,1,4,0,0,0,40,39,0
47,4,249935,7,0,3,3,4,1,0,0,8,39,0
59,6,304779,13,2,4,0,4,1,0,0,35,39,0
21,4,449101,9,4,4,1,4,0,0,0,40,39,0
75,4,104896,9,2,12,0,4,1,2653,0,20,39,0
39,1,129573,13,4,1,1,4,1,0,1741,40,39,0
38,4,61343,5,2,3,0,4,1,0,0,40,39,0
42,4,341178,3,2,8,0,4,1,0,0,44,26,0
39,4,197150,9,0,3,4,4,1,0,0,50,8,0
21,0,213055,10,4,0,4,3,0,0,0,40,39,0
36,4,345310,10,0,8,4,4,0,0,0,30,39,0
61,4,153790,9,2,1,5,2,0,0,0,40,39,0
33,4,106014,13,0,12,1,4,1,0,0,40,39,0
59,4,128258,9,0,1,4,4,0,0,0,38,39,0
38,4,227615,2,2,6,0,4,1,0,0,40,26,0
33,2,111746,9,4,11,1,4,1,0,0,48,39,0
42,1,557644,9,4,1,4,4,0,0,0,40,39,0
36,6,48585,10,2,10,5,4,0,0,0,4,39,0
33,4,303942,5,2,7,0,4,1,0,0,40,39,0
73,7,74040,4,0,8,1,1,0,0,0,40,39,0
51,4,284211,9,6,10,4,4,0,0,0,35,39,0
33,4,122116,9,2,12,0,4,1,0,0,45,39,0
17,0,304873,6,4,0,3,4,0,34095,0,32,39,0
56,4,251836,3,2,8,0,4,1,0,0,40,0,0
47,7,188386,14,5,10,1,4,1,0,0,38,39,0
24,4,177125,10,2,14,0,4,1,0,0,60,39,0
44,4,191149,10,0,1,4,4,0,0,0,57,39,0
52,0,105428,10,2,0,0,4,1,0,0,12,39,0
39,4,191161,9,5,3,4,4,1,0,0,55,39,0
65,6,22907,4,2,5,0,4,1,0,0,40,39,0
22,4,408383,10,4,14,3,4,1,0,0,40,39,0
28,7,175389,12,4,1,3,4,0,0,0,40,26,0
31,4,192660,11,4,1,4,2,0,0,0,30,39,0
24,6,117210,9,0,3,1,4,1,0,0,50,39,0
37,4,160920,12,2,1,0,4,1,0,0,40,39,0
20,4,38001,10,4,8,3,4,0,0,0,20,39,0
40,2,189189,13,2,10,5,4,0,0,0,20,39,0
36,4,215373,13,4,4,1,4,1,0,0,70,39,0
44,4,230684,9,2,14,0,4,1,0,0,45,39,0
25,4,226802,7,4,7,3,2,1,0,0,40,39,0
50,0,346014,4,5,0,3,4,0,0,0,20,39,0
47,4,206659,10,0,1,2,4,0,0,0,40,39,0
25,4,144334,9,4,4,3,2,1,0,0,40,39,0
19,4,137578,10,4,1,3,4,1,0,0,10,39,0
33,4,209900,10,4,13,3,4,1,0,0,20,39,0
49,4,48120,9,4,14,4,2,0,1506,0,40,39,0
30,4,277455,9,4,11,1,4,1,0,0,40,39,0
21,7,196827,12,4,13,3,4,1,0,0,10,39,0
21,4,300445,9,4,8,3,2,0,0,0,40,39,0
60,4,495366,9,0,1,1,4,0,0,0,38,39,0
26,4,303973,9,4,9,2,4,0,0,1602,15,26,0
23,4,161532,9,2,3,0,4,1,0,0,40,39,0
23,4,212888,10,4,1,1,4,0,0,0,40,39,0
61,4,105384,13,2,10,0,4,1,0,0,40,39,0
52,4,590522,3,2,3,0,4,1,0,2002,45,39,0
32,4,233838,9,2,14,0,2,1,0,0,50,39,0
17,4,159299,7,4,8,3,4,0,0,0,20,39,0
20,0,249087,10,4,0,3,4,0,0,0,40,39,0
27,4,153869,9,4,6,3,4,1,0,0,37,39,0
22,4,79980,10,4,12,3,4,1,0,0,25,39,0
35,4,112271,14,2,1,0,4,1,0,0,40,39,0
51,2,106365,12,0,1,4,4,0,0,0,40,39,0
46,4,191357,13,2,13,0,4,1,0,0,40,39,0
42,2,255847,9,2,14,0,4,1,0,0,40,39,0
28,4,110169,11,0,1,1,4,0,0,0,3,39,0
51,4,94432,9,2,10,0,4,1,0,0,40,39,0
22,4,215546,12,4,4,1,4,1,0,0,55,39,0
36,4,273604,13,4,8,1,4,0,0,0,40,39,0
21,4,196074,5,4,8,2,4,1,0,0,40,39,0
69,0,171050,9,6,0,1,4,0,0,0,9,39,0
30,4,19847,10,0,13,3,4,0,0,0,40,39,0
39,4,301614,9,2,14,0,4,1,0,0,40,39,0
26,4,206721,13,4,12,3,4,1,0,0,50,39,0
24,4,478457,7,4,10,1,2,0,0,0,30,39,0
34,4,456399,12,4,10,1,4,1,0,0,40,39,0
47,4,162034,13,2,12,0,4,1,0,0,70,39,0
20,4,214238,7,4,12,2,4,0,0,0,32,26,0
26,4,199224,10,4,6,1,4,1,0,0,30,39,0
45,4,480717,13,2,8,0,1,1,0,0,38,0,0
32,4,308365,9,4,3,2,2,1,0,0,38,39,0
30,4,340899,15,4,10,1,4,1,0,1590,80,39,0
44,1,38434,14,4,10,1,4,0,0,0,40,39,0
36,4,218490,12,2,3,0,4,1,0,0,35,39,0
49,2,110172,9,2,14,0,4,1,0,0,40,39,0
59,4,169133,9,2,3,0,4,1,0,0,45,39,0
29,4,57423,9,2,6,0,4,1,0,0,45,39,0
22,4,615367,13,4,12,1,4,0,0,0,60,39,0
66,6,81413,6,2,4,0,4,1,0,0,30,39,0
46,7,96652,11,5,1,4,2,0,0,0,40,39,0
50,1,36489,10,0,4,4,4,1,0,0,40,39,0
33,7,160261,13,2,4,0,1,1,0,0,40,30,0
20,4,183594,10,4,14,3,4,1,0,0,40,39,0
31,4,138416,3,2,6,0,4,1,0,0,56,26,0
49,4,220618,9,0,1,4,2,0,0,0,37,39,0
24,4,293579,9,4,12,3,2,0,0,0,20,39,0
47,4,161950,13,0,8,1,4,0,0,0,25,11,0
38,4,64879,10,0,12,1,4,0,0,0,40,39,0
42,1,294431,14,2,10,0,4,1,0,0,40,39,0
22,4,205940,13,4,4,1,4,0,0,0,40,39,0
37,7,172425,9,0,8,4,4,0,0,0,40,39,0
62,5,236096,9,0,4,1,2,1,0,0,40,39,0
24,4,236907,9,2,5,0,4,1,0,0,55,39,0
21,4,202871,9,4,7,3,4,1,0,0,20,39,0
46,4,200569,9,2,12,5,4,0,0,0,40,39,0
54,4,283281,4,4,3,1,2,1,0,0,50,39,0
43,7,187802,10,5,3,1,4,1,0,0,37,39,0
46,6,140121,9,0,3,3,4,1,0,0,50,39,0
23,4,176178,9,4,13,3,4,0,0,0,40,39,0
32,5,124052,9,2,12,0,4,1,0,0,50,39,0
31,7,63704,13,4,10,1,4,0,0,0,40,39,0
39,1,410034,9,2,1,0,4,1,0,0,40,39,0
23,4,227943,12,4,12,3,4,1,0,0,30,39,0
33,4,126223,9,5,7,4,2,0,0,0,40,39,0
66,4,104936,6,6,8,4,4,0,0,0,38,39,0
43,7,117471,9,4,1,1,4,0,0,0,40,39,0
27,4,405855,5,4,3,2,4,1,0,0,40,26,0
40,4,193882,11,4,7,3,4,1,0,0,40,39,0
64,4,92115,10,2,1,0,4,1,0,0,40,39,0
30,4,123178,6,4,3,1,4,1,0,0,50,39,0
23,4,259109,12,2,8,5,4,0,0,0,40,33,0
33,4,110592,8,2,7,0,4,1,0,0,40,39,0
57,4,31532,13,2,14,0,4,1,0,0,40,39,0
70,4,573446,9,2,3,0,4,1,1455,0,40,39,0
41,4,229472,9,4,8,1,4,0,0,0,40,39,0
37,4,219546,13,2,4,2,4,1,3411,0,47,39,0
32,4,106437,9,5,1,4,4,0,0,0,40,39,0
34,4,208353,9,4,7,3,4,1,0,0,40,39,0
41,4,57233,13,4,6,1,4,1,0,0,40,39,0
32,4,157287,13,2,12,0,4,1,0,0,40,39,0
33,6,134737,9,2,3,0,4,1,0,0,35,39,0
35,4,176900,11,0,3,1,4,1,0,0,40,39,0
30,4,103642,7,2,3,0,4,1,0,0,40,39,0
29,4,301031,9,2,14,0,2,1,0,0,40,39,0
51,4,158508,10,0,4,1,4,0,0,0,36,39,0
42,6,133584,10,2,3,0,4,1,0,0,40,8,0
19,4,228577,9,4,3,3,4,1,0,0,36,39,0
43,4,282155,12,0,10,1,4,0,4650,0,40,39,0
41,4,96635,9,4,4,1,1,1,0,0,60,39,0
47,4,187969,7,0,8,1,4,0,0,0,38,39,0
45,4,30690,4,4,8,1,4,1,0,0,10,39,0
42,6,195897,9,2,3,0,4,1,0,0,40,39,0
45,5,208049,12,0,4,1,4,0,0,1590,40,39,0
34,4,275771,9,0,4,4,4,0,0,0,50,39,0
31,2,295589,10,4,1,3,2,1,0,0,40,39,0
30,4,195602,8,2,5,0,4,1,0,0,44,39,0
37,4,248445,9,0,6,2,4,1,0,0,40,8,0
38,4,217926,9,2,3,0,2,1,0,0,40,39,0
51,5,258735,9,0,11,1,4,1,0,0,81,39,0
45,4,343377,10,2,1,0,4,1,0,0,40,39,0
33,4,255004,10,4,12,1,4,1,0,0,50,39,0
34,6,246439,9,2,5,0,4,1,0,0,45,39,0
39,4,279490,10,0,4,4,4,0,0,0,40,26,0
34,4,27409,5,2,3,0,4,1,0,0,50,39,0
25,4,167835,11,4,10,3,4,0,0,0,35,39,0
33,2,154874,10,2,11,0,4,1,0,0,40,39,0
55,6,170350,9,0,8,2,4,0,0,0,40,39,0
31,5,117963,16,4,10,3,4,1,0,0,40,39,0
50,4,99185,9,4,1,1,4,1,0,0,40,39,0
35,6,95455,13,0,4,4,4,0,0,0,55,39,0
31,4,243773,5,4,8,4,4,0,0,0,20,39,0
19,4,38619,7,4,7,1,4,1,0,0,10,39,0
33,4,351810,13,4,10,1,4,0,0,0,45,26,0
56,4,197875,6,6,8,4,4,0,0,0,40,39,0
26,4,102476,10,4,8,3,4,1,0,0,40,39,0
19,0,180976,6,4,0,4,4,0,0,0,35,39,0
37,4,162494,13,4,1,1,4,0,0,0,40,39,0
36,4,179488,10,0,1,4,4,1,0,0,40,2,0
18,0,340117,7,4,0,4,2,0,0,0,50,39,0
40,4,306225,9,0,3,1,1,0,0,0,40,24,0
32,4,93213,12,2,7,0,4,1,0,0,62,39,0
33,4,194740,8,2,14,0,4,1,0,0,40,39,0
19,4,121788,10,4,12,1,4,0,0,0,30,39,0
65,4,271092,10,0,1,4,4,0,0,0,40,0,0
64,0,64101,8,2,0,0,4,1,0,0,24,39,0
64,4,170645,3,2,7,0,4,1,2105,0,40,39,0
27,4,218785,9,2,4,5,4,0,0,0,40,39,0
34,4,241885,9,2,14,0,4,1,0,0,45,39,0
35,4,124090,11,2,14,0,4,1,0,0,99,39,0
63,5,165611,13,2,4,0,4,1,0,0,35,39,0
28,6,160786,9,4,3,3,4,1,0,0,40,39,0
40,4,91836,9,0,3,1,4,1,0,0,45,39,0
23,4,117363,13,4,1,3,4,0,0,0,40,39,0
60,4,188236,6,6,13,4,4,0,0,0,40,39,0
32,4,96480,10,4,11,1,4,0,0,0,40,39,0
21,4,131404,9,4,7,3,4,1,0,0,30,39,0
18,4,102690,7,4,7,3,0,1,0,0,40,39,0
34,6,56964,9,2,14,0,4,1,0,0,35,39,0
19,4,121240,9,4,8,1,4,1,0,0,30,39,0
25,4,176756,13,4,3,3,4,1,0,0,40,39,0
45,4,288437,9,2,14,0,3,1,4064,0,40,39,0
36,4,184655,9,2,7,0,4,1,0,0,40,39,0
19,8,43887,9,4,5,3,4,1,0,0,10,39,0
64,0,207321,10,2,0,0,4,1,0,0,20,39,0
32,7,203849,4,2,6,0,4,1,0,0,19,39,0
27,4,158156,9,4,8,1,4,0,0,0,42,39,0
50,0,281504,10,2,0,0,4,1,0,0,40,39,0
52,4,253784,7,0,8,4,4,0,0,0,20,39,0
39,4,279272,12,4,14,1,2,1,0,0,60,39,0
23,4,197613,10,4,1,1,4,0,0,0,40,39,0
47,4,32825,10,2,12,0,4,1,0,0,60,39,0
35,4,119098,14,2,4,0,4,1,0,0,40,39,0
28,4,199998,9,5,8,1,4,0,0,0,25,39,0
32,4,323985,14,4,4,1,4,0,0,0,45,39,0
44,4,370502,9,2,8,0,4,1,0,0,25,26,0
45,1,87207,9,2,1,5,4,0,0,0,37,39,0
47,4,207207,9,0,12,4,4,0,0,0,45,39,0
25,4,169100,14,2,4,0,4,1,0,0,40,39,0
27,2,124680,14,4,10,1,4,0,0,0,40,39,0
49,1,252616,9,2,14,0,1,1,0,0,40,30,0
23,4,158996,10,2,6,0,4,1,0,0,38,39,0
52,0,244214,9,2,0,0,4,1,0,0,35,39,0
46,4,285750,9,2,5,0,4,1,4064,0,55,39,0
36,4,104213,10,0,1,4,4,0,0,0,40,39,0
68,6,150904,9,6,3,1,4,0,0,0,35,39,0
24,4,194604,13,4,12,3,4,0,0,0,15,39,0
28,4,241895,9,2,12,0,4,1,0,1628,40,39,0
28,0,268222,7,4,0,1,2,0,0,0,40,39,0
34,4,186824,13,2,10,0,4,1,0,0,40,39,0
27,4,122922,13,4,12,1,4,0,0,0,40,39,0
67,4,165082,9,4,1,1,4,0,0,0,38,39,0
34,4,136721,9,0,4,1,4,0,0,0,40,39,0
30,4,72630,13,4,10,1,4,1,0,0,50,39,0
51,4,245873,10,2,1,5,4,0,0,0,40,39,0
40,5,142444,13,4,10,1,4,0,0,0,45,39,0
40,4,198270,10,0,8,1,4,0,0,0,40,39,0
37,4,143582,11,4,1,1,3,0,4101,0,35,39,0
18,4,91525,9,4,12,2,4,1,0,0,25,39,0
40,0,224361,5,0,0,4,4,0,0,0,5,5,0
29,4,194197,13,4,4,3,4,1,0,0,40,39,0
44,4,378251,9,2,1,5,4,0,0,0,38,39,0
59,4,112798,9,0,10,4,4,0,0,0,60,39,0
59,0,409842,14,2,0,0,4,1,0,0,20,39,0
52,2,43909,9,0,1,4,2,0,0,0,40,39,0
61,4,210464,9,0,1,2,2,0,0,0,35,39,0
26,6,189238,10,4,10,1,4,0,0,0,4,26,0
42,4,252392,9,2,14,0,4,1,0,0,40,39,0
18,4,151463,7,4,3,3,4,1,0,0,20,39,0
67,0,274451,4,2,0,0,4,1,0,0,40,39,0
32,0,293936,4,3,0,1,4,1,0,0,40,0,0
64,4,133144,9,2,14,0,4,1,0,0,16,39,0
34,4,104509,11,4,10,1,4,0,1639,0,20,39,0
52,4,229375,9,0,1,1,4,0,0,0,40,39,0
30,4,268575,9,4,3,4,1,1,0,0,40,40,0
35,6,348771,7,2,3,0,4,1,0,0,36,39,0
56,4,117148,4,0,7,1,4,0,0,0,40,39,0
34,4,176244,9,2,7,2,4,0,0,0,40,26,0
44,6,96921,10,4,1,1,4,0,0,0,45,39,0
48,4,147860,9,2,6,5,2,0,0,0,40,39,0
18,4,210828,10,4,6,3,3,1,0,0,30,39,0
61,6,201273,10,6,7,1,4,0,0,0,40,39,0
32,4,281030,9,2,7,0,4,1,0,0,40,39,0
38,2,200153,12,4,10,1,4,1,0,0,40,39,0
21,4,155066,10,4,3,3,4,1,0,0,40,39,0
26,0,132749,13,4,0,1,4,0,0,0,80,39,0
45,2,186375,11,2,11,0,4,1,0,0,40,39,0
18,4,114008,9,4,8,3,4,1,0,0,35,39,0
33,4,55699,9,2,14,0,4,1,3908,0,40,39,0
45,2,331482,12,0,13,3,4,1,0,0,40,39,0
26,4,58098,10,4,1,1,4,0,0,1974,40,39,0
31,4,179415,3,2,8,0,4,1,0,0,40,26,0
32,4,53260,9,0,8,4,3,0,0,0,28,39,0
29,2,158703,10,2,8,0,4,1,0,0,40,39,0
51,4,231230,9,2,7,0,4,1,0,0,45,39,0
